panel,weight
panel_hpsa3*panel_mcafee-emea,265
panel_multi-video-test*panel_setup-email4,1
panel_nightlight*panel_nightlight,68
panel_couponpage_cons*panel_GeneralAccessories,35
panel_startmenu3*panel_couponpage_cons,37
wkwphotos1*wi-fi,3
panel_sprocket*panel_instant-ink,397
panel_office365a*panel_office-mobile,340
panel_lastpass*panel_darkmode,7
panel_hpsa3*panel_updateprofile3,152
panel_webbrowser2*panel_office2019,2263
panel_omencc-network-boost*panel_hpsa3,330
panel_buyoneplantone*panel_lockscreen3,11
panel_pinapps3*panel_mcafee-na,33
panel_HPprintCOVID*panel_parentalcontrols,38
panel_audio-switch3*panel_nightlight,131
panel_couponpage_cons*panel_office-try-buy,149
panel_HPfolding*panel_mcafee-emea,2
panel_HPfolding*panel_webbrowser3,40
panel_audio-switch*panel_office360,1871
panel_photos*panel_parentalcontrols,133
panel_lockscreen3*panel_carepack-nb-high,326
panel_personalizebg3*panel_hp-reinventing-classrooms,351
panel_socialmedia-icons*panel_themes,1
panel_carepack-nb-elite*panel_batterysaver,2
panel_webbrowser3*panel_HPfolding,53
panel_lockscreen3*panel_sprocket,391
panel_quickaccess2*panel_carepack-nb-elite,63
panel_action-center*panel_batterysaver,112
panel_personalizebg3*panel_carepack-nb-emea,327
panel_WFHPCSecurityCorona*panel_hpsa3,32
panel_socialmedia*panel_nightlight,197
panel_action-center*panel_webbrowser3,147
panel_carepack-dt-low*panel_setup-email4,28
panel_expressVPN*panel_couponpage_us4,4
panel_socialmedia*panel_WFHTipsCorona,36
panel_setup-email4*panel_setup-email4,1085
panel_couponpage-smb_us*panel_uripanel-app,1
panel_hp-reinventing-classrooms*panel_gaming-lastpass,18
hpsa3*panel_care-pack-nb-high3,1
panel_carepack-nb-elite*panel_gaming-lastpass,5
panel_gaming-expressVPN*panel_office2019,23
panel_office-security*panel_buyoneplantone,10
panel_darkmode*panel_WFHTipsCorona,36
panel_pinapps3*panel_audio-switch3,128
panel_webbrowser3*panel_lastpass,5
panel_photos*panel_sprocket,370
panel_mcafee-na*panel_WFHPCSecurityCorona,36
panel_hpsa2*panel_personalizebg2,4812
panel_tile*panel_lastpass,18
panel_mcafee-na*panel_WFHTipsCorona,22
panel_hpsa3*panel_quickaccess2,965
panel_startmenu2*panel_carepack-nb-high,313
panel_nightlight*panel_office-try-buy,433
panel_CCbestpractices*panel_lockscreen3,48
panel_office-security*panel_startmenu2,1527
panel_instant-ink*panel_digitalpen,7
panel_personalizebg3*panel_parentalcontrols,142
panel_3DPrintCOVID*panel_digitalpen,6
panel_office365a*panel_carepack-nb-high,121
panel_digitalpen*panel_themes,9
panel_hp-reinventing-classrooms*panel_updateprofile2,365
panel_office365a*panel_photos,251
panel_shortcuts*panel_HPrefresh,42
panel_hp-reinventing-classrooms*panel_parentalcontrols,28
panel_amazon-assistant*panel_shortcuts,398
panel_socialmedia*panel_audio-switch3,2544
panel_lockscreen3*panel_shortcuts,1748
panel_updateprofile3*panel_hpsa3,145
panel_lastpass*panel_WFHTipsCorona,5
panel_lockscreen3*panel_lockscreen3,2032
panel_WFHPCSecurityCorona*panel_lastpass,3
panel_pinapps2*panel_carepack-nb-low,142
panel_instant-ink*panel_instant-ink,34
panel_hp-reinventing-classrooms*panel_socialmedia,388
panel_personalizebg3*panel_multi-icon-test,1
panel_omencc-network-boost*panel_3DPrintCOVID,2
panel_webbrowser3*panel_3DPrintCOVID,44
panel_carepack-dt-opp*panel_socialmedia,26
panel_audio-switch3*panel_tile,322
panel_updateprofile2*panel_instant-ink,385
panel_carepack-nb-emea*panel_personalizebg3,335
panel_carepack-nb-emea*panel_magicdesktop,8
panel_HPprintCOVID*panel_audio-switch3,47
panel_expressVPN*panel_webbrowser3,12
panel_startmenu2*panel_updateprofile3,18
panel_photos*panel_test-amazon,1
personalizebg3*personalizebg3,4
panel_shortcuts*panel_wi-fi,1617
office365a*wkwphotos1,2
panel_parentalcontrols*panel_mcafee-emea,36
panel_carepack-nb-mid*panel_couponpage_cons,12
panel_lastpass*panel_instant-ink,4
panel_sprocket*panel_photos,354
panel_omencc-network-boost*panel_action-center,176
panel_startmenu2*panel_digitalpen,7
panel_photos*panel_amazon-assistant,550
panel_nightlight*panel_CCbestpractices,35
panel_couponpage_us4*panel_carepack-nb-high,268
office2019-us*audio-switch3,1
panel_hp-reinventing-classrooms*panel_lastpass,11
panel_office365a*panel_couponpage_us4,473
panel_carepack-nb-mid*panel_3DPrintCOVID,9
panel_wi-fi*panel_batterysaver,114
panel_3DPrintCOVID*panel_HPprintCOVID,160
panel_setup-email4*panel_HPprintCOVID,37
panel_couponpage_cons*panel_setup-email4,28
panel_hp-reinventing-classrooms*panel_nightlight,33
panel_mcafee-na*panel_office-try-buy,1296
panel_parentalcontrols*panel_sprocket,29
panel_socialmedia*panel_couponpage-smb_us,1
panel_magicdesktop*panel_themes,57
panel_webbrowser2*panel_expressVPN,18
panel_startmenu2*panel_batterysaver,7
panel_nightlight*panel_carepack-nb-low,7
panel_gaming-lastpass*panel_photos,19
panel_batterysaver*panel_darkmode,140
panel_WFHPCSecurityCorona*panel_parentalcontrols,43
panel_updateprofile2*panel_carepack-nb-elite,118
panel_lastpass*panel_lastpass,12
panel_GeneralAccessories*panel_webbrowser3,38
panel_nightlight*panel_wi-fi,135
panel_HPprintCOVID*panel_shortcuts,39
panel_carepack-nb-high*panel_hp-reinventing-classrooms,48
panel_WFHPCSecurityCorona*panel_3DPrintCOVID,161
panel_carepack-nb-high*panel_startmenu2,103
panel_care-pack-nb-high3*panel_office365a,1
panel_omencc-network-boost*panel_pinapps2,256
panel_lockscreen3*panel_CCbestpractices,47
panel_pinapps2*panel_carepack-dt-low,59
panel_nightlight*panel_personalizebg3,160
panel_buyoneplantone*panel_mcafee-na,13
panel_HPfolding*panel_carepack-dt-low,2
panel_webbrowser3*panel_utomik,26
panel_WFHTipsCorona*panel_WFHPCSecurityCorona,168
panel_gaming-expressVPN*panel_office-security,20
panel_omencc-network-boost*panel_socialmedia,292
office365a*hpsa3,5
panel_startmenu3*panel_digitalpen,7
panel_amazon-assistant*panel_carepack-nb-low,69
panel_HPfolding*panel_tile,29
panel_startmenu2*panel_darkmode,5
panel_gaming-expressVPN*panel_couponpage_cons,1
panel_expressVPN*panel_office-mobile,14
panel_carepack-nb-mid*panel_mcafee-na,94
panel_office2019*panel_office-try-buy,4664
panel_office-try-buy*panel_carepack-nb-elite,252
panel_HPrefresh*panel_audio-switch3,31
panel_gaming-lastpass*panel_office2019,15
panel_WFHTipsCorona*panel_couponpage_cons,28
panel_couponpage_cons*panel_digitalpen,11
panel_expressVPN*panel_office-security,21
panel_GeneralAccessories*panel_omencc-network-boost,24
panel_lastpass*panel_office-try-buy,62
panel_office-try-buy*panel_office2019,5275
panel_office2019*panel_socialmedia,2378
panel_expressVPN*panel_themes,10
panel_magicdesktop*panel_hp-reinventing-classrooms,49
panel_darkmode*panel_setup-email4,166
panel_CCbestpractices*panel_instant-ink,31
panel_lockscreen3*panel_HPrefresh,45
panel_HPprintCOVID*panel_couponpage_cons,38
panel_mcafee-na*panel_HPprintCOVID,26
panel_lockscreen3*panel_carepack-dt-opp,72
panel_nightlight*panel_WFHPCSecurityCorona,29
panel_couponpage_us4*panel_sprocket,329
panel_digitalpen*panel_pinapps3,12
panel_pinapps2*panel_socialmedia,3095
panel_office-security*panel_office-mobile,509
panel_instant-ink*panel_expressVPN,7
panel_webbrowser3*panel_HPprintCOVID,43
panel_personalizebg3*panel_utomik,425
panel_HPrefresh*panel_HPrefresh,10
panel_startmenu3*panel_instant-ink,31
panel_carepack-nb-low*panel_3DPrintCOVID,6
panel_themes*panel_expressVPN,7
panel_digitalpen*panel_nightlight,12
panel_quickaccess2*panel_office-try-buy,678
panel_socialmedia*panel_personalizebg3,3497
panel_CCbestpractices*panel_omencc-network-boost,2
panel_updateprofile2*panel_office2019,2206
panel_parentalcontrols*panel_action-center,135
panel_carepack-nb-elite*panel_HPfolding,1
panel_WFHPCSecurityCorona*panel_office-try-buy,142
panel_updateprofile2*panel_gaming-expressVPN,22
panel_webbrowser3*panel_sprocket,28
panel_carepack-nb-emea*panel_startmenu3,29
panel_quickaccess2*panel_omencc-network-boost,93
panel_audio-switch3*panel_parentalcontrols,122
panel_socialmedia*panel_carepack-nb-low,145
panel_audio-switch3*panel_office360cta,1
panel_sprocket*panel_batterysaver,29
panel_pinapps3*panel_gaming-lastpass,1
panel_startmenu2*panel_office2019,2258
panel_darkmode*panel_webbrowser3,154
panel_office2019*panel_personalizebg3,2556
panel_3DPrintCOVID*panel_CCbestpractices,167
panel_utomik*panel_action-center,383
panel_webbrowser3*panel_instant-ink,33
panel_tile*panel_themes,78
panel_WFHPCSecurityCorona*panel_personalizebg3,37
panel_updateprofile2*panel_tile,264
panel_pinapps3*panel_couponpage_cons,23
panel_GeneralAccessories*panel_CCbestpractices,35
panel_HPrefresh*panel_carepack-nb-high,5
panel_darkmode*panel_lastpass,10
panel_setup-email4*panel_carepack-nb-high,353
panel_webbrowser2*panel_gaming-lastpass,27
panel_HPrefresh*panel_action-center,50
panel_hpsa3*panel_photos,2476
panel_expressVPN*panel_setup-email4,27
panel_magicdesktop*panel_gaming-expressVPN,2
panel_CCbestpractices*panel_HPprintCOVID,164
panel_hpsa3*panel_hp-reinventing-classrooms,356
panel_carepack-nb-emea*panel_HPfolding,2
panel_omencc-network-boost*panel_carepack-dt-mid,23
panel_hp-reinventing-classrooms*panel_shortcuts,375
panel_office-security*panel_carepack-nb-emea,345
panel_tile*panel_expressVPN,15
panel_mcafee-na*panel_office2019,390
panel_darkmode*panel_parentalcontrols,152
panel_darkmode*panel_digitalpen,13
panel_nightlight*panel_batterysaver,128
panel_office-try-buy*panel_office-mobile,2228
panel_updateprofile3*panel_sprocket,35
panel_shortcuts*panel_HPprintCOVID,45
panel_WFHTipsCorona*panel_magicdesktop,37
panel_mcafee-na*panel_office-security,356
panel_hpsa3*panel_couponpage-smb_us,1
panel_setup-email4*panel_shortcuts,1715
panel_carepack-nb-elite*panel_office365a,4
panel_carepack-nb-emea*panel_office-try-buy,785
panel_carepack-dt-mid*panel_hpsa3,7
panel_hpsa3*panel_pinapps3,151
panel_gaming-expressVPN*panel_socialmedia,12
panel_socialmedia*panel_socialmedia,472
panel_startmenu2*panel_utomik,329
panel_wi-fi*panel_carepack-nb-high,300
panel_carepack-nb-elite*panel_hp-reinventing-classrooms,22
panel_buyoneplantone*panel_carepack-nb-low,1
panel_utomik*panel_buyoneplantone,5
panel_lastpass*panel_couponpage_us4,5
panel_digitalpen*panel_3DPrintCOVID,10
panel_wkwphotos1*panel_lockscreen3,1
panel_parentalcontrols*panel_hpsa3,123
panel_carepack-nb-low*panel_WFHPCSecurityCorona,4
panel_office-security*panel_lastpass,19
panel_office360*panel_personalizebg2,3666
panel_lockscreen3*panel_carepack-nb-low,168
panel_audio-switch3*panel_couponpage_cons,42
panel_GeneralAccessories*panel_carepack-dt-opp,28
panel_instant-ink*panel_sprocket,346
panel_buyoneplantone*panel_amazon-assistant,6
panel_HPprintCOVID*panel_omencc-network-boost,1
panel_expressVPN*panel_personalizebg3,28
panel_WFHTipsCorona*panel_GeneralAccessories,43
panel_office-security*panel_updateprofile2,1424
panel_3DPrintCOVID*panel_office-try-buy,133
panel_setup-email4*panel_digitalpen,15
panel_omencc-network-boost*panel_gaming-expressVPN,27
panel_pinapps3*panel_parentalcontrols,126
panel_carepack-nb-mid*panel_webbrowser3,9
panel_carepack-nb-elite*panel_mcafee-na,15
panel_carepack-nb-elite*panel_audio-switch3,38
panel_pinapps2*panel_GeneralAccessories,356
panel_darkmode*panel_magicdesktop,89
panel_HPrefresh*panel_personalizebg3,49
panel_CCbestpractices*panel_carepack-nb-low,9
panel_action-center*panel_parentalcontrols,128
panel_carepack-dt-mid*panel_couponpage_us4,8
panel_nightlight*panel_pinapps3,161
panel_startmenu3*panel_office-try-buy,450
panel_carepack-dt-mid*panel_mcafee-na,5
panel_instant-ink*panel_webbrowser3,30
panel_themes*panel_shortcuts,162
panel_amazon-assistant*panel_webbrowser3,19
panel_HPprintCOVID*panel_utomik,27
panel_HPrefresh*panel_HPfolding,174
panel_couponpage_cons*panel_HPprintCOVID,29
panel_instant-ink*panel_office-security,415
panel_carepack-nb-emea*panel_HPrefresh,2
panel_nightlight*panel_HPfolding,40
panel_office-try-buy*panel_mcafee-emea,689
panel_carepack-nb-mid*panel_HPprintCOVID,14
panel_tile*panel_nightlight,82
panel_photos*panel_nightlight,147
panel_HPrefresh*panel_3DPrintCOVID,156
panel_magicdesktop*panel_audio-switch3,90
panel_parentalcontrols*panel_startmenu3,114
panel_gaming-lastpass*panel_parentalcontrols,3
panel_couponpage_cons*panel_WFHTipsCorona,39
panel_sprocket*panel_carepack-nb-mid,128
panel_photos*panel_office-mobile,786
panel_HPrefresh*panel_darkmode,39
panel_WFHPCSecurityCorona*panel_HPfolding,173
panel_carepack-nb-elite*panel_lockscreen3,46
panel_action-center*panel_personalizebg3,1832
panel_action-center*panel_tile,374
panel_buyoneplantone*panel_GeneralAccessories,9
setup-email*care-pack-nb-high3,1
panel_sprocket*panel_couponpage_cons,39
panel_omencc-network-boost*panel_office365a,36
panel_3DPrintCOVID*panel_personalizebg3,49
panel_digitalpen*panel_magicdesktop,19
panel_couponpage_us4*panel_gaming-expressVPN,12
panel_couponpage_cons*panel_amazon-assistant,15
panel_amazon-assistant*panel_amazon-assistant,44
panel_instant-ink*panel_uripanel-app,1
panel_webbrowser2*panel_carepack-nb-elite,134
panel_carepack-dt-low*panel_gaming-lastpass,2
panel_CCbestpractices*panel_utomik,29
panel_carepack-nb-low*panel_magicdesktop,11
panel_couponpage_cons*panel_startmenu3,34
panel_nightlight*panel_startmenu3,156
panel_office2019*panel_magicdesktop,84
panel_couponpage_us4*panel_hpsa3,960
panel_personalizebg3*panel_couponpage_cons,39
panel_utomik*panel_webbrowser2,337
panel_office-mobile*panel_tile,167
panel_wi-fi*panel_utomik,382
panel_setup-email4*panel_lockscreen3,3416
panel_webbrowser2*panel_tile,253
panel_lastpass*panel_carepack-nb-mid,3
panel_hp-reinventing-classrooms*panel_carepack-nb-elite,23
panel_WFHPCSecurityCorona*panel_WFHTipsCorona,156
panel_shortcuts*panel_photos,1537
panel_hpsa3*panel_instant-ink,371
panel_updateprofile3*panel_carepack-nb-high,4
panel_photos*panel_carepack-nb-mid,306
lockscreen3*office365a,3
panel_office-try-buy*panel_pinapps2,4950
panel_sprocket*panel_office2019,406
panel_pinapps3*panel_WFHTipsCorona,43
panel_office-security*panel_WFHPCSecurityCorona,49
panel_GeneralAccessories*panel_updateprofile2,320
panel_omencc-network-boost*panel_themes,11
panel_photos*panel_personalizebg3,3002
omencc-network-booster3*personalizebg3,1
panel_socialmedia*panel_HPfolding,41
panel_mcafee-na*panel_shortcuts,384
panel_expressVPN*panel_audio-switch3,22
panel_pinapps2*panel_omencc-network-boost,332
office-mobile*panel_wi-fi,1
panel_HPprintCOVID*panel_carepack-dt-opp,1
panel_hpsa3*panel_gaming-expressVPN,25
panel_socialmedia*panel_startmenu3,145
panel_pinapps3*panel_hp-reinventing-classrooms,26
panel_pinapps2*panel_personalizebg2,2741
panel_HPrefresh*panel_utomik,27
panel_couponpage_cons*panel_utomik,37
panel_WFHTipsCorona*panel_carepack-dt-low,2
panel_personalizebg3*panel_carepack-dt-mid,21
panel_omenremoteplay*panel_digitalpen,1
panel_tile*panel_wi-fi,348
panel_digitalpen*panel_lastpass,2
panel_photos*panel_updateprofile3,151
panel_lastpass*panel_expressVPN,20
panel_carepack-nb-emea*panel_pinapps3,32
panel_carepack-nb-elite*panel_office-try-buy,108
panel_office-mobile*panel_office-mobile,83
panel_audio-switch3*panel_utomik,373
panel_carepack-nb-low*panel_carepack-nb-low,22
panel_socialmedia*panel_action-center,1556
panel_HPfolding*panel_HPrefresh,176
panel_pinapps2*panel_webbrowser3,14
panel_HPfolding*panel_action-center,33
panel_parentalcontrols*panel_themes,145
panel_updateprofile2*panel_lastpass,17
panel_office2019*panel_3DPrintCOVID,41
panel_personalizebg2*panel_updateprofile2,4448
panel_carepack-dt-mid*panel_office-mobile,8
panel_office-try-buy*panel_HPrefresh,119
panel_socialmedia*panel_office-try-buy,4725
panel_buyoneplantone*panel_setup-email4,10
panel_carepack-nb-low*panel_photos,59
panel_lockscreen3*panel_webbrowser3,144
panel_magicdesktop*panel_parentalcontrols,59
panel_CCbestpractices*panel_couponpage_cons,37
panel_GeneralAccessories*panel_mcafee-na,388
panel_updateprofile3*panel_couponpage_cons,37
panel_WFHTipsCorona*panel_updateprofile3,49
panel_tile*panel_3DPrintCOVID,47
panel_lastpass*panel_HPprintCOVID,8
panel_tile*panel_action-center,333
panel_mcafee-emea*panel_parentalcontrols,33
panel_wi-fi*panel_amazon-assistant,528
panel_couponpage-smb_us*panel_lockscreen3,1
panel_webbrowser3*panel_office2019,141
panel_updateprofile2*panel_carepack-nb-emea,332
panel_hpsa3*panel_couponpage_cons,36
panel_carepack-dt-low*panel_parentalcontrols,1
panel_carepack-nb-emea*panel_tile,72
panel_expressVPN*panel_carepack-nb-emea,2
panel_hpsa3*panel_batterysaver,116
panel_office2019*panel_lockscreen3,2511
panel_expressVPN*panel_couponpage_cons,6
panel_hpsa3*panel_personalizebg3,3293
panel_carepack-nb-high*panel_startmenu3,9
panel_shortcuts*panel_couponpage_us4,514
panel_magicdesktop*panel_updateprofile2,14
panel_setup-email4*panel_office365a,517
panel_carepack-dt-opp*panel_couponpage_us4,17
panel_hpsa3*panel_office-mobile,842
panel_HPprintCOVID*panel_gaming-expressVPN,1
panel_batterysaver*panel_tile,74
panel_HPfolding*panel_batterysaver,29
panel_mcafee-emea*panel_mcafee-emea,45
panel_buyoneplantone*panel_office-security,11
panel_HPrefresh*panel_lockscreen3,42
panel_updateprofile3*panel_office-mobile,41
panel_carepack-nb-elite*panel_nightlight,4
panel_shortcuts*panel_gaming-lastpass,24
wkwphotos1*omencc-network-booster3,2
panel_office-security*panel_CCbestpractices,51
panel_quickaccess2*panel_hpsa3,1061
panel_gaming-expressVPN*panel_carepack-nb-elite,2
panel_office-mobile*panel_instant-ink,386
panel_hp-reinventing-classrooms*panel_webbrowser3,40
panel_carepack-nb-mid*panel_hpsa3,123
panel_audio-switch3*panel_carepack-dt-opp,58
panel_audio-switch3*panel_gaming-expressVPN,30
panel_socialmedia*panel_startmenu2,2952
panel_themes*panel_carepack-dt-opp,3
panel_GeneralAccessories*panel_buyoneplantone,7
panel_GeneralAccessories*panel_tile,156
panel_action-center*panel_carepack-dt-opp,25
panel_carepack-dt-low*panel_HPprintCOVID,1
panel_carepack-dt-opp*panel_CCbestpractices,1
panel_gaming-lastpass*panel_updateprofile2,20
panel_carepack-nb-elite*panel_lastpass,4
panel_WFHPCSecurityCorona*panel_hp-reinventing-classrooms,43
panel_wi-fi*panel_lockscreen3,3414
panel_carepack-dt-opp*panel_magicdesktop,1
panel_instant-ink*panel_gaming-lastpass,13
panel_personalizebg3*panel_WFHTipsCorona,34
panel_carepack-nb-high*panel_tile,29
panel_CCbestpractices*panel_office-security,32
panel_pinapps3*panel_carepack-nb-low,8
panel_office-try-buy*panel_WFHTipsCorona,142
panel_amazon-assistant*panel_carepack-dt-opp,24
panel_updateprofile3*panel_WFHPCSecurityCorona,35
panel_personalizebg2*panel_startmenu2,11
panel_office2019*panel_omencc-network-boost,282
panel_utomik*panel_startmenu3,38
panel_pinapps2*panel_action-center,1489
panel_tile*panel_GeneralAccessories,156
panel_amazon-assistant*panel_WFHPCSecurityCorona,18
panel_lockscreen2*panel_office365,1018
panel_shortcuts*panel_pinapps3,140
panel_lastpass*panel_mcafee-emea,1
panel_sprocket*panel_omencc-network-boost,18
panel_webbrowser3*panel_digitalpen,12
panel_gaming-expressVPN*panel_HPprintCOVID,1
panel_office-try-buy*panel_instant-ink,1362
panel_socialmedia*panel_digitalpen,12
panel_hp-reinventing-classrooms*panel_expressVPN,11
panel_carepack-nb-elite*panel_updateprofile3,2
wi-fi*socialmedia,2
panel_office-security*panel_carepack-dt-mid,15
panel_updateprofile3*panel_carepack-nb-mid,15
panel_WFHTipsCorona*panel_carepack-nb-elite,2
panel_couponpage-smb_us*panel_nightlight,1
panel_omencc-network-boost*panel_darkmode,22
panel_pinapps2*panel_couponpage_us4,932
panel_carepack-dt-low*panel_magicdesktop,2
panel_digitalpen*panel_digitalpen,9
panel_setup-email4*panel_magicdesktop,73
panel_hp-reinventing-classrooms*panel_carepack-nb-high,72
panel_wi-fi*panel_test-amazon,1
panel_HPfolding*panel_expressVPN,5
panel_couponpage_cons*panel_carepack-dt-low,4
panel_webbrowser3*panel_lockscreen3,179
panel_couponpage_us4*panel_amazon-assistant,302
panel_wi-fi*panel_setup-email4,3165
panel_carepack-dt-low*panel_utomik,13
panel_HPrefresh*panel_instant-ink,43
panel_startmenu3*panel_batterysaver,130
panel_office-try-buy*panel_updateprofile2,4819
panel_office-security*panel_personalizebg3,1708
panel_couponpage_cons*panel_personalizebg3,36
panel_startmenu3*panel_HPrefresh,39
panel_socialmedia*panel_GeneralAccessories,378
panel_startmenu3*panel_utomik,23
panel_office2019*panel_pinapps2,2130
panel_carepack-nb-emea*panel_lastpass,6
panel_office-try-buy*panel_gaming-lastpass,68
panel_startmenu2*panel_photos,2411
panel_gaming-expressVPN*panel_instant-ink,13
panel_multi-video-test*panel_nightlight,1
panel_office-mobile*panel_omencc-network-boost,40
panel_action-center*panel_GeneralAccessories,387
panel_themes*panel_gaming-lastpass,2
panel_amazon-assistant*panel_themes,34
panel_WFHTipsCorona*panel_lockscreen3,36
panel_updateprofile3*panel_parentalcontrols,126
panel_3DPrintCOVID*panel_carepack-dt-opp,1
panel_lastpass*panel_webbrowser2,8
panel_webbrowser3*panel_photos,160
panel_3DPrintCOVID*panel_HPrefresh,176
panel_buyoneplantone*panel_carepack-nb-elite,1
panel_wi-fi*panel_carepack-dt-low,68
panel_quickaccess2*panel_carepack-nb-low,44
panel_hpsa2*panel_photos,1
panel_carepack-nb-mid*panel_lockscreen3,145
panel_setup-email4*panel_tile,333
panel_office-try-buy*panel_gaming-expressVPN,61
panel_carepack-dt-low*panel_omencc-network-boost,4
panel_parentalcontrols*panel_carepack-dt-low,1
panel_gaming-expressVPN*panel_setup-email4,13
panel_buyoneplantone*panel_audio-switch3,9
panel_instant-ink*panel_magicdesktop,38
panel_updateprofile2*panel_setup-email4,3033
panel_themes*panel_office-mobile,30
panel_webbrowser2*panel_office-try-buy,4451
panel_office-security*panel_office-security,213
panel_updateprofile3*panel_batterysaver,108
panel_webbrowser3*panel_carepack-nb-emea,31
panel_nightlight*panel_startmenu2,13
panel_startmenu3*panel_WFHPCSecurityCorona,40
panel_instant-ink*panel_updateprofile3,36
panel_startmenu3*panel_hp-reinventing-classrooms,28
panel_hp-reinventing-classrooms*panel_pinapps2,344
panel_HPprintCOVID*panel_personalizebg3,43
panel_carepack-nb-low*panel_HPfolding,9
panel_webbrowser2*panel_carepack-dt-low,74
panel_carepack-dt-low*panel_office2019,16
panel_mcafee-emea*panel_hpsa3,303
panel_mcafee-na*panel_webbrowser2,372
panel_couponpage_cons*panel_gaming-lastpass,2
panel_updateprofile2*panel_socialmedia,2977
panel_hpsa3*panel_HPprintCOVID,45
panel_themes*panel_batterysaver,122
panel_office360*panel_pinapps2,3632
panel_expressVPN*panel_photos,22
panel_tile*panel_audio-switch3,352
panel_audio-switch3*panel_WFHPCSecurityCorona,43
panel_WFHPCSecurityCorona*panel_mcafee-na,31
panel_darkmode*panel_wi-fi,169
panel_updateprofile2*panel_office-mobile,909
panel_nightlight*panel_audio-switch3,158
panel_utomik*panel_nightlight,42
panel_3DPrintCOVID*panel_pinapps3,39
panel_nightlight*panel_themes,136
panel_HPrefresh*panel_shortcuts,28
panel_3DPrintCOVID*panel_carepack-nb-low,2
panel_lastpass*panel_magicdesktop,13
panel_action-center*panel_office-security,1575
socialmedia*hpsa3,3
panel_themes*panel_office2019,128
panel_carepack-nb-high*panel_WFHTipsCorona,8
panel_startmenu3*panel_HPfolding,36
panel_multi-icon-test*panel_uripanel-app,1
panel_quickaccess2*panel_webbrowser2,1057
panel_3DPrintCOVID*panel_startmenu3,47
panel_setup-email4*panel_multi-video-test,1
panel_nightlight*panel_couponpage_cons,27
panel_couponpage_us4*panel_magicdesktop,8
panel_instant-ink*panel_tile,151
panel_couponpage_us4*panel_gaming-lastpass,16
panel_office-mobile*panel_office365a,26
panel_gaming-lastpass*panel_gaming-expressVPN,19
panel_carepack-dt-mid*panel_office-try-buy,14
panel_omencc-network-boost*panel_magicdesktop,5
panel_3DPrintCOVID*panel_darkmode,40
panel_updateprofile2*panel_startmenu2,3049
panel_audio-switch3*panel_startmenu3,126
panel_WFHTipsCorona*panel_HPprintCOVID,163
panel_instant-ink*panel_HPrefresh,41
panel_mcafee-na*panel_gaming-lastpass,17
panel_GeneralAccessories*panel_pinapps2,340
panel_carepack-nb-elite*panel_office-mobile,24
panel_darkmode*panel_themes,179
panel_office-mobile*panel_lastpass,14
panel_hp-reinventing-classrooms*panel_wi-fi,361
panel_startmenu3*panel_office-security,152
panel_startmenu2*panel_expressVPN,20
panel_utomik*panel_themes,30
panel_GeneralAccessories*panel_photos,360
panel_amazon-assistant*panel_office2019,532
panel_carepack-dt-opp*panel_tile,5
panel_amazon-assistant*panel_hpsa3,535
panel_nightlight*panel_office-mobile,35
panel_HPfolding*panel_carepack-nb-high,1
panel_lastpass*panel_office2019,15
panel_webbrowser2*panel_couponpage_us4,945
panel_office2019*panel_GeneralAccessories,372
panel_batterysaver*panel_action-center,128
panel_office-security*panel_webbrowser2,1452
panel_carepack-nb-mid*panel_themes,11
panel_carepack-dt-mid*panel_utomik,6
panel_WFHPCSecurityCorona*panel_amazon-assistant,23
panel_wi-fi*panel_office-try-buy,4863
panel_audio-switch3*panel_wi-fi,2488
panel_instant-ink*panel_mcafee-na,375
panel_carepack-dt-opp*panel_webbrowser3,1
panel_hpsa3*panel_carepack-dt-opp,66
panel_carepack-nb-low*panel_office-security,56
panel_instant-ink*panel_webbrowser2,356
panel_setup-email4*panel_audio-switch3,2573
panel_lockscreen2*panel_pinapps2,4588
panel_office365a*panel_care-pack-nb-high3,2
panel_action-center*panel_HPrefresh,39
panel_lastpass*panel_digitalpen,2
audio-switch3*personalizebg3,1
panel_hpsa2*panel_quickaccess2,13
panel_mcafee-na*panel_parentalcontrols,35
panel_mcafee-emea*panel_expressVPN,3
panel_darkmode*panel_HPfolding,41
panel_audio-switch3*panel_instant-ink,382
panel_3DPrintCOVID*panel_wi-fi,39
panel_carepack-dt-opp*panel_setup-email4,24
panel_instant-ink*panel_couponpage_us4,356
panel_magicdesktop*panel_photos,60
panel_lockscreen3*panel_office2019,2430
panel_wi-fi*panel_webbrowser3,151
panel_office-try-buy*panel_startmenu2,5033
setup-email2*audio-switch3,1
panel_HPrefresh*panel_couponpage_cons,40
panel_lockscreen3*panel_mcafee-emea,326
panel_gaming-expressVPN*panel_utomik,14
panel_updateprofile2*panel_gaming-lastpass,14
panel_Instant-Ink*panel_digitalpen,1
panel_HPfolding*panel_hpsa3,57
panel_parentalcontrols*panel_wi-fi,121
panel_action-center*panel_WFHPCSecurityCorona,33
panel_photos*panel_lockscreen3,2813
panel_GeneralAccessories*panel_personalizebg3,399
panel_photos*panel_shortcuts,1624
panel_shortcuts*panel_mcafee-na,380
panel_mcafee-na*panel_photos,404
panel_webbrowser2*panel_action-center,1413
panel_test-amazon*panel_office365a,2
panel_CCbestpractices*panel_themes,30
panel_quickaccess2*panel_carepack-dt-mid,13
panel_parentalcontrols*panel_office-mobile,28
panel_carepack-nb-mid*panel_HPfolding,6
